original,paraphrase
"Berlin - Pretres Nemčije, d. d.! Allianz na preži! Časopisni naslovi, ki so lani spomladi spremljali odločitev največje nemške zavarovalnice Allianz, da prevzame drugo največjo komercialno banko v državi, so obetali novo obdobje na nemškem, evropskem in celo svetovnem finančnem polju. Poldrugo leto kasneje v Dresdner Bank beležijo milijardo evrov izgube samo v prvi polovici leta, delnice obeh družb pa strmo padajo. Namesto vznesenih izjav je na vrsti neizprosno krčenje stroškov, odpuščanje zaposlenih in desetkanje prej paradnih podružnic za mednarodno investiranje v Londonu in New Yorku.","Naslovi novic, ki so spremljali lansko pomlad odločitev največje nemške zavarovalnice Allianz, da prevzame drugo največjo poslovno banko v državi, so obljubljali novo obdobje na nemškem, evropskem in celo svetovnem finančnem področju. Pol leta kasneje je Dresdner Bank samo v prvi polovici leta zabeležila izgubo v višini ene milijarde evrov, medtem ko so delnice obeh podjetij močno upadle. Namesto navdušenih izjav so se neizprosno zmanjševali stroški, odpuščali so zaposleni in zdesetkali nekdaj vodilni mednarodni investicijski hčerinski družbi v Londonu in New Yorku."
"Šolal se je pri jezuitih, pozneje se je posvetil književnosti in postal vodilni predstavnik francoskega razsvetljenstva, njegova estetika pa je vplivala tudi na nemško pojmovanje umetnosti. Diderot, ki je bil zaradi svojega ateizma večkrat zaprt, je v francosko književnost uvedel meščansko žaloigro in poleg filozofskih razprav pisal tudi satirične romane. Njegovo najpomembnejše romaneskno pisanje je kratki roman v obliki dialoga Rameaujev nečak, ki velja za najbolj duhovit prikaz notranjih protislovij razsvetljenske miselnosti. Denis Diderot, ki ga je na ruski dvor leta 1773 povabila Katarina II., je umrl leta 1784.","Izobraževal se je pri jezuitih, se kasneje posvetil literaturi in postal vodilni predstavnik francoskega razsvetljenstva, njegova estetika pa je vplivala tudi na nemško pojmovanje umetnosti. Diderot, ki je bil zaradi ateizma večkrat zaprt, je v francosko literaturo vpeljal buržujsko lamentiranje in poleg filozofskih razprav pisal tudi satirične romane. Njegova najpomembnejša romaneskna pisava je kratek roman v obliki dialoga Rameaujevega nečaka, ki velja za najbolj duhovit prikaz notranjih protislovij razsvetljenske misli. Denis Diderot, ki ga je na ruski dvor leta 1773 povabila Katarina II., je umrl leta 1784."
1964 V Kairu se je začela druga konferenca voditeljev držav in vlad neuvrščenih.,Leta 1964 se je v Kairu začela druga konferenca voditeljev držav in vlad neuvrščenih.
Za ograjo rajskega vrta koza hrepeni po puščavi,Za ograjo raj vrt koza hrepeni po puščavi
"»Od tišine duša gine,« pojete v pesmi Ruke. Koliko tišine lahko prenesete sami?","""Iz tišine duše, ki gloda,"" poješ v pesmi Ruke."
"Pogosto tudi to. Meni glasba igra v glavi. Že ta zadostuje, da ni tišine ( smeh ). Poleg tega je tišina kot nepopisan list papirja: ko se lotiš pisanja glasbe, potrebuješ tišino, ki se začne zapolnjevati s šumi, z naključnimi zvoki, ki se nato spredejo v glasbo. Sicer pa, da, rad imam tišino. Kar zadeva mene, jo duša potrebuje ( smeh ). A včasih, ko se te loti depresija, kot v tej pesmi Ruke, je lepo slišati glasbo, ki te spomni, da ima življenje smisel.","Poleg tega, tišina je kot prazen kos papirja: ko začnete pisati glasbo, tišina, ki se začne, da se napolni z zvoki, naključni zvoki, ki se nato spremenijo v glasbo. drugače, ja, Ljubim tišino. Kar se mene tiče, duša ga potrebuje () smeh. Toda včasih, ko se depresivni, kot v tej pesmi Ruke, je lepo slišati glasbo, ki vas spominja, da ima življenje smisel."
"Motegi - Do konca svetovnega prvenstva v cestno-hitrostnem motociklizmu so še štiri dirke, vključno z jutrišnjo VN Japonske, vendar pogledi udeležencev po zmagoslavju Valentina Rossija pred 14 dnevi v Braziliji na nek način že uhajajo k prihodnji sezoni. Za poseben čar bo poskrbela Honda, saj bo na njenih motorjih po Rossijevih besedah sedelo kar osem dirkačev, med njimi prvič tudi Max Biaggi. Če bi v prihodnjih treh tednih ubranil 2. mesto v SP, bi kot svetovni podprvak vnovič podžgal staro rivalstvo z Rossijem. Prav veliko možnosti, da bi ga zrinil s prestola, pa mu strokovnjaki za leto 2003 vendarle ne pripisujejo.","Motegi - Do konca svetovnega prvenstva v cestnem in hitrostnem motociklizmu obstajajo še štiri dirke, vključno z jutrišnjo VN Japonske, vendar so pogledi udeležencev po zmagi Valentina Rossija pred 14 dnevi v Braziliji na nek način že uhajajo v naslednjo sezono. Honda bo poskrbela za poseben čar, saj bodo njegovi motorji sedeli kar osem voznikov, po Rossiju, vključno s prvim časom Max Biaggi. Če je branil 2. mesto v naslednjih treh tednih na SP, bi, kot svetovni podprvak, vladal staremu rivalstvu z Rossijem. Obstaja veliko možnosti, da ga potisnejo s prestola, vendar ga strokovnjaki za leto 2003 ne pripisujejo"
"Na obisku pri Borutu Semlerju, slovenskem upu pri Bayernu (2.)","Gostujoči Borut Semler, slovenski up pri Bayernu (2.)"
"Murska Sobota: Mura - CMC Publikum : Sodeč po zadnjih tekmah bo lepotica kola v Fazaneriji. Sobočani so s »petardo« Goričanom »vstali od mrtvih«, Celjani pa zadevajo kot za šalo - 3 tekme, 12 golov. Torej, odločila bo boljša obramba, pri čemer je soboška statistično boljša 11:14.",": Murska Sobota Mura - CMC Publikum: Po zadnjih tekmah bo v Fazaneriji lepota kola. Sobočani so se od mrtvih dvignili s petardo ""Goričan "", rezultat Celjanov pa kot šala - 3 tekme, 12 golov. Torej, boljša obramba se bo odločila, pri čemer je sobota statistično boljša 11:"
"Darja Kapš je v svojem značilnem rušilnem slogu predrla obrambo Italijanke Fittante. Težje delo pa je tokrat imela Jana Krivec, kateri se je komaj 14-letna Ambrosijeva zelo dobro upirala in popustila šele v drugi časovni stiski. Znova je spodrsnilo Nemkam, ki so iz boja za najvišja mesta že izločene. Slovenkam tako v boju za prvo mesto konkurirajo le še Francozinje, ki zaostajajo za točko, imajo pa nekoliko lažje nasprotnice v zadnjih dveh kolih.","Darja Kapš je v tipičnem destruktivnem slogu prebila obrambo Italijanke Fittante, tokrat pa je imela težje delo Jana Krivec, ki se je le 14-letna Ambrosi zelo dobro upirala in drugič popustila. Tudi tokrat je Nemkam, ki so že izpadle iz boja za najvišja mesta, spodletelo. V boju za prvo mesto imajo nekoliko lažje nasprotnike le Francozinje, ki zaostajajo za točko."
Za 1. nogometno ligo so ogrete le Domžale,Samo Domžale se ogrevajo za 1. nogometno ligo
Beno Udrih tokrat v rumenem,Tokrat v rumeni barvi
"V Laškem še vedno odmeva nenačrtovani poraz z Zagrebom. Po ogledu videoposnetka tekme so košarkarji zagrizli v delo z dvojnimi močmi. Največji poudarek so namenili številnim obrambnim različicam, s katerimi bi lahko presenetili tudi močnejše nasprotnike, saj je zanje potrebno veliko uigravanja. Trener Predrag Kruščić ima največ težav z dirigenti, saj se Edwin Daniels še ni navadil na evropski način igre, Primož Brolih ni stoodstotno pripravljen, čeprav je odlično odigral pokalno tekmo z Interstikom in dosegel 26 točk, Vladimirja Popovića pa vsaj 14 dni ne bo v ekipi.","Po ogledu video posnetka tekme so se košarkarji lotili dela z dvojnimi močmi. Največji poudarek je bil na številnih obrambnih različicah, ki bi lahko presenetile še močnejše nasprotnike, saj zahtevajo veliko igranja. Trener Predrag Kruščić ima največ težav z dirigenti, saj se Edwin Daniels še ni navadil na evropski način igre, Primož Brolih ni 100% pripravljen, čeprav je igral pokalno tekmo z Interstikom in dosegel 26 točk z Vladimirjem Popovićem in ne bo v ekipi vsaj 14 dni."
Navdih ali kaj več?,Navdih ali nekaj več?
Russell Coutts izgubil po sedmih letih,Russell Coutts po sedmih letih znova izgubil
"Rezultati: Team Dennis Conner (ZDA) : Prada (Ita) 1:0 (s prednostjo 0:35 minute), OneWorld (ZDA) : Alinghi (Švi) 1:0 (0:09), Oracle (ZDA) : Mascalzone Latino (Ita) 1:0 (2:03), Victory (Šve) : Le Defi (Fra) 1:0 (1:06); vrstni red: Team Dennis Conner in Oracle - po 2:2, Alinghi Challenge in OneWorld - po 2:2, Victory (Šve) 1:1, GBR Challenge 1:0, Prada, Mascalzone Latinio, Le Defi Areva (Fra) - vsi 2:0.",": Rezultati Ekipa Dennis Conner (ZDA) 1 Prada (Ita) 1: 0 (prioriteta: 35 minut, OneWorld (ZDA): Alinghi (Švica) 1: 1: 0 (0: 09), Oracle (ZDA): Mascalzone Latino (Ita Prada 1: 0 (2) 03), Victory () Švica Le Defi (Fra) 1 0 (1 06) Order Team Dennis Conner in Oracle - vsak 2: 2: 2, Aliing Challenge: v OneWorld - vsak 2; 2: 2: Zmaga () Švica 1 1 1 GBR Challenge 1 0 Mascalzone La Are), Defoni - 0."
Tekači 23. na Šmarno goro,23. tekači na Šmarno goro
"Na novinarski konferenci ste povedali, da ste edino avtomobilsko podjetje, ki mu uspeva hkrati enakomerno razvijati dve t. i. množični znamki. Vseeno, kaj je tisto, kar naj bi nas kot kupce vodilo k Peugeotu ali nasprotno k Citroënu?","Na tiskovni konferenci ste dejali, da ste edino avtomobilsko podjetje, ki mu uspe istočasno razviti dve masovni znamki, a kaj je tisto, kar bi nas moralo voditi kot stranke do Peugeota ali, nasprotno, do Citroëna?"
"Ob predstavitvi nove micre, ki preseneča z drzno, a privlačno obliko, je Nissan pripeljal v Pariz tudi izvedbo, s katero naj bi napadli vsaj priljubljenost peugeota 206 CC, če ne še katerega drugega podobnega avtomobila. Ime micra C+C zelo spominja na peugeotovo, kar ni presenečenje: tudi tu gre za kombinacijo kupeja in kabrioleta, kar pomeni, da je v kupejevski izvedbi nad potniki trdna (steklena) streha, ki se v primernih dneh z električno pomočjo v 20 sekundah zloži v zadek. Razlika pa vendarle je. V micri C+C se lahko peljejo tudi štirje potniki, z dognanim mehanizmom pa v prtljažniku še ob odprti strehi ostaneta dve tretjini prvotne prostornine (200 litrov, v osnovi je na voljo 300 litrov). Sicer pa C+C ohranja lok bočne linije običajne micre, tudi podvozje je načeloma enako, avtomobil pa je za 8,5 centimetra nižji. Vanj so vgradili tudi številne tehnološke poslastice, a je vprašanje, ali jih bomo videli tudi v osnovni različici (morebitnega) serijskega modela. Ker še ni jasno, ali bo micra C+C sploh kdaj zapeljala na ceste, tudi motorne ponudbe niso predstavili, zato pa je znan profil kupca. Po prepričanju Nissanovih tržnikov bo samski ali poročen brez otrok, s kar velikim presežkom prihodkov in, nenazadnje, človek, ki ni zaprt vase.","Na začetku novega micra, ki preseneča s svojo drzno, a privlačno obliko, je Nissan v Pariz prinesel tudi dizajn, ki naj bi napadel vsaj priljubljenost Peugeot 206 CC, če ne še enega podobnega avtomobila. Ime micra C + C zelo spominja na Peugeot, kar tudi tukaj ni presenečenje, je kombinacija kupeja in kabrioleta, kar pomeni, da je v kupe različici nad potniki trdna (steklena streha), ki se v 20 sekundah z električno pomočjo v primernem dnevu zloži v zadnji del:. Micra C + C lahko prevaža tudi štiri potnike, z dobro razvitim mehanizmom pa dve tretjini prvotnega volumna ostane v prtljažniku tudi, ko je streha odprta (200 litrov, 300 litrov je na voljo v 300 litrih). C + C vzdržuje lok bočne linije običajne micre, šasija pa je načeloma enaka, avtomobil pa je za 8,5 centimetra nižji. V njej so nameščene tudi številne tehnološke poslastice, vprašanje pa je, ali jih bomo videli tudi v osnovni različici (možne) serijskega modela. Ker še ni jasno, ali bo Micra C + C kdaj udaril na ceste, motorna ponudba ni bila predstavljena, vendar je profil kupca znan. Po navedbah prodajalcev Nissan, on bo samski ali poročen brez otrok, z velikim presežkom dohodka, in, nenazadnje, človek, ki ni zaprt."
"Sylvie Courvoisier, Susie Ibarra","Sylvie Courvoisier, Susie Ibarra"
Hrvaška proti haaškim mlinom na veter,Hrvaška proti Hague mlini na veter
"Zagreb - Hrvaška vlada je v petek haaškemu Mednarodnemu sodišču za vojne zločine na ozemlju nekdanje SFRJ (ICTY) poslala pritožbo v zvezi z obtožnico proti upokojenemu načelniku generalštaba Hrvaške vojske Janku Bobetku. Uradni Zagreb zahteva, naj v Haagu še enkrat preučijo obtožnico, ki po mnenju Banskih dvorih vsebuje nesprejemljive navedbe. Kakor je premier Ivica Račan s sodelavci večkrat pojasnil, so haaške obtožbe sporne, ker menda kriminalizirajo legitimno vojaško akcijo proti srbskim upornikom v Medaškem žepu in Hrvaško krivijo etničnega čiščenja.","Hrvaška vlada je v petek poslala pritožbo na haaško Mednarodno kazensko sodišče za vojne zločine na območju nekdanje Jugoslavije (ICTY) v zvezi z obtožnico proti upokojenemu načelniku generalštaba hrvaške vojske Janku Bobetku. Uradna Zagreb zahteva, da se obtožnica ponovno preuči v Haagu, ki po mnenju sodišča Banski vsebuje nesprejemljive obtožbe. Kot so premier Ivica Račan in njegovi sodelavci večkrat pojasnili, so haaške obtožbe sporne, ker domnevno kriminalizirajo legitimno vojaško akcijo proti srbskim upornikom v žepu Medake in obtožujejo Hrvaško etničnega čiščenja."
"Sarajevo - Dan pred predsedniškimi in parlamentarnimi volitvami v BiH, ko je zavladal predvolilni molk, in dan po prepiru med nekdanjim jugoslovanskim predsednikom in hrvaškim predsednikom Slobodanom Miloševićem in Stjepanom Mesićem mediji v BiH in zlasti v Sarajevu sodijo, da je proces proti Miloševiću zasenčilo priznanje Biljane Plavšić, da je kriva vojnih zločinov nad nesrbskim prebivalstvom.","Sarajevo - Dan pred predsedniškimi in parlamentarnimi volitvami v BiH, ko je prevladal predvolilni molk, in dan po sporu med nekdanjim jugoslovanskim predsednikom in hrvaškim predsednikom Slobodanom Miloševićem in Stjepanom Mesićem mediji v BiH in zlasti v Sarajevu sodijo, da je sojenje proti Miloševiću zasenčilo priznanje Biljane Plavšić za krivo vojnih zločinov nad nesrbskim prebivalstvom."
"S priznanjem tretje točke obtožnice je Biljana Plavšić sprejela odgovornost za poboj Nesrbov v 37 občinah BiH in za organiziranje koncentracijskih taborišč za Nesrbe. Med 37 občinami je na prvem mestu Bjeljina, v kateri so srbske paravojaške sile že 1. in 2. aprila 1992 ubile najmanj 48 civilistov, številne televizijske postaje in časniki pa so takrat objavili posnetke, ko se Plavšićeva objema z Željkom Ražnatovićem Arkanom, voditeljem teh paravojaških enot.","S sprejemom tretje točke obtožnice je Biljana Plavšić prevzela odgovornost za pokol Nesrbov v 37 občinah Bosne in Hercegovine in za organizacijo koncentracijskih taborišč za Nesrbe. Med 37 občinami je na prvem mestu Bjeljina, v kateri so srbske paravojaške sile 1. in 2. aprila 1992 ubile najmanj 48 civilistov, medtem ko so številne televizijske postaje in časopisi objavili posnetke Platva, ki objema vodjo teh paravojaških enot Željka Ražnatovića Arkana."
V ZDA uničili teroristično celico,Teroristična celica uničena v ZDA
Od našega dopisnika,Od našega dopisnika
"Zdaj tudi njega čaka podoben izziv s strojem kot Kasparova leta 1997. Srečanje (za 1,06 milijona evrov) z osmimi partijami bo v bahreinski prestolnici Manami. Moralo bi biti že lani, a so ga zaradi napada 11. septembra preložili. Visokoraslemu Kramniku (meri skoraj dva metra) pripisujejo več možnosti, ker je bolj vzdržljiv od Kasparova in manj občutljiv za pritiske in ker je njegova igra zelo čista, temelječa na kopičenju drobnih prednosti, ki jih stroj težko pravilno oceni, piše le Monde .","Zdaj se sooča tudi s podobnim izzivom s strojem kot Kasparova v 1997. Srečanje (za 1.06 milijonov evrov) z osmimi igrami bo potekalo v bahreinski prestolnici Manama. To bi moralo biti lani, vendar je bilo preloženo zaradi napada 11. septembra. Visoko rastoči Kramnik (meri skoraj dva metra) ima več možnosti, ker je bolj trpežen kot Kasparov in manj občutljiv na pritisk in ker je njegova igra zelo čista, temelji na kopičenju majhnih prednosti, ki jih stroj težko pravilno oceni, piše Le Monde"
"Ali si je po izstopu iz redovniških vrst privoščila kaj od tistega življenja, ki ga je zamudila: diskoklube, kavarne ... Nikoli je niso zanimali, rada se druži s prijatelji in neumno se ji zdi hoditi z njimi v zakajen prostor. Diskotek pa niti v srednji šoli ni marala. Preglasne so. Ne mara tehna, raje ima lahko glasbo, klasiko, etno. Poleg tega ne kadi in ne pije, v kavarni nima kaj početi. V njeni omari ni male črne obleke, saj zvečer ne hodi ven. Sploh pa so ji ljubše dolge obleke.","Po odhodu iz verskih vrst, ali je uživala v življenju, ki so ga zamudili diskoteke, kavarne... Nikoli ni bila zainteresirana za to:, rada se druži s svojimi prijatelji in se počuti neumno, da gredo v dimljeno sobo z njimi. Discokek ni niti všeč srednjo šolo. So preveč glasni. Ona ne mara techno, raje ima glasbo, klasike, etno. Poleg tega, ona ne kadi ali pije, nima nič opraviti v kavarni. Ni malo črno obleko v svoji omari, ker ona ne gredo ven v večernih urah."
